step,train_loss,train_mean_token_accuracy,valid_loss,valid_mean_token_accuracy,full_valid_loss,full_valid_mean_token_accuracy
1,2.918811082839966,0.4285714328289032,3.3091727665492465,0.38095238095238093,,
2,3.4489336013793945,0.380952388048172,2.4852748598371233,0.38095238095238093,,
3,3.466074228286743,0.380952388048172,3.565325237455822,0.38095238095238093,,
4,2.332848310470581,0.4285714328289032,2.356229691278367,0.42857142857142855,,
5,3.3865036964416504,0.4761904776096344,2.8741005942935036,0.38095238095238093,,
6,2.535170078277588,0.4285714328289032,2.3528202147710893,0.42857142857142855,,
7,3.9360148906707764,0.3333333432674408,2.1454117638724193,0.38095238095238093,,
8,2.3432693481445312,0.380952388048172,2.3336109887985956,0.42857142857142855,,
9,1.805813193321228,0.4285714328289032,1.6510494777134486,0.42857142857142855,,
10,2.985653877258301,0.380952388048172,2.619138172694615,0.42857142857142855,,
11,2.5079290866851807,0.4761904776096344,1.204959233601888,0.47619047619047616,,
12,1.703754186630249,0.5714285969734192,1.1539588201613653,0.5238095238095238,,
13,1.8972622156143188,0.5714285969734192,1.2353629157656716,0.7619047619047619,,
14,1.4787126779556274,0.6190476417541504,1.2384817940848214,0.8095238095238095,,
15,0.7386031150817871,0.761904776096344,0.9001431238083613,0.7619047619047619,,
16,1.156425952911377,0.7142857313156128,0.3959456852504185,0.8095238095238095,,
17,0.3974437713623047,0.8571428656578064,0.6936481112525577,0.8571428571428571,,
18,0.2678065598011017,0.9523809552192688,0.44403048924037386,0.7619047619047619,,
19,0.6668961048126221,0.6666666865348816,0.46371668861025855,0.8095238095238095,,
20,0.40084102749824524,0.761904776096344,0.5463912600562686,0.7619047619047619,,
21,0.4151417911052704,0.761904776096344,0.38020115806942895,0.7142857142857143,,
22,0.27604910731315613,0.761904776096344,0.25853956313360305,0.9047619047619048,,
23,0.24927493929862976,0.9047619104385376,0.2249469757080078,0.9047619047619048,,
24,0.34369269013404846,0.7142857313156128,0.21072242373511904,0.8571428571428571,,
25,0.22098813951015472,0.8571428656578064,0.20352654230026973,0.9523809523809523,,
26,0.35462507605552673,0.7142857313156128,0.14241763523646764,0.9523809523809523,,
27,0.2712954580783844,0.8571428656578064,0.37012445359002977,0.7619047619047619,,
