step,train_loss,train_mean_token_accuracy,valid_loss,valid_mean_token_accuracy,full_valid_loss,full_valid_mean_token_accuracy
1,2.737675189971924,0.380952388048172,2.679519017537435,0.38095238095238093,,
2,2.6053466796875,0.4285714328289032,2.6029073624383834,0.38095238095238093,,
3,3.532594919204712,0.3333333432674408,2.478608176821754,0.38095238095238093,,
4,2.462883472442627,0.380952388048172,3.1202754974365234,0.42857142857142855,,
5,3.242053747177124,0.4761904776096344,3.4843507494245256,0.3333333333333333,,
6,3.886270046234131,0.3333333432674408,3.5901771727062406,0.3333333333333333,,
7,2.9745311737060547,0.3333333432674408,2.876220248994373,0.38095238095238093,,
8,3.2145283222198486,0.4761904776096344,2.6304923466273715,0.42857142857142855,,
9,1.65203857421875,0.4285714328289032,2.607976958865211,0.3333333333333333,,
10,2.0496890544891357,0.380952388048172,1.4377649398077101,0.47619047619047616,,
11,2.0630223751068115,0.523809552192688,2.1183667864118303,0.5238095238095238,,
12,1.4556748867034912,0.6190476417541504,1.0076487404959542,0.7142857142857143,,
13,1.1764432191848755,0.6666666865348816,1.4762706756591797,0.6190476190476191,,
14,1.3359785079956055,0.6666666865348816,0.5710778917585101,0.7619047619047619,,
15,1.2560865879058838,0.6666666865348816,0.5477706364222935,0.7142857142857143,,
16,0.6760008931159973,0.761904776096344,0.5736349196661086,0.7619047619047619,,
17,0.5335381627082825,0.9047619104385376,0.6933660053071522,0.7142857142857143,,
18,0.4481544494628906,0.761904776096344,0.5195222582135882,0.6666666666666666,,
19,0.5750357508659363,0.6666666865348816,0.38432094029017855,0.8571428571428571,,
20,0.25265738368034363,0.8571428656578064,0.2318309602283296,0.9047619047619048,,
21,0.2023337185382843,0.9047619104385376,0.2316414061046782,0.9047619047619048,,
22,0.3521754741668701,0.8095238208770752,0.4478139423188709,0.7142857142857143,,
23,0.24584107100963593,0.8571428656578064,0.42114975338890437,0.7142857142857143,,
24,0.1731109619140625,0.9047619104385376,0.24426505679175967,0.9523809523809523,,
25,0.32321712374687195,0.8095238208770752,0.19887615385509672,0.9523809523809523,,
26,0.2042803019285202,0.8571428656578064,0.42229107448032926,0.8095238095238095,,
27,0.20373770594596863,0.8571428656578064,0.2667240869431269,0.8571428571428571,,
28,0.17820240557193756,0.9523809552192688,0.2947189694359189,0.8095238095238095,,
29,0.2768184244632721,0.8571428656578064,0.3519036429268973,0.7619047619047619,,
30,0.29801976680755615,0.761904776096344,0.2206810542515346,0.8571428571428571,,
31,0.2641865909099579,0.8571428656578064,0.2754682813371931,0.7619047619047619,,
32,0.2762623727321625,0.8095238208770752,0.1993375505719866,0.9047619047619048,,
33,0.21987733244895935,0.8095238208770752,0.16119203113374256,0.9523809523809523,,
34,0.3131534159183502,0.8095238208770752,0.2216258276076544,0.8571428571428571,,
35,0.2618091106414795,0.8095238208770752,0.27896590459914433,0.7619047619047619,,
36,0.17949458956718445,0.9047619104385376,0.25599425179617746,0.7619047619047619,,
37,0.25894492864608765,0.8571428656578064,0.217395509992327,0.9047619047619048,,
38,0.275333046913147,0.761904776096344,0.21874464125860305,0.8571428571428571,,
39,0.1773507297039032,0.9523809552192688,0.3220821562267485,0.7619047619047619,,
40,0.24425125122070312,0.8095238208770752,0.23224340166364396,0.7619047619047619,,
41,0.2395074963569641,0.8571428656578064,0.3027838752383277,0.8095238095238095,,
42,0.26102203130722046,0.7142857313156128,0.21829396202450707,0.8571428571428571,,
43,0.268418550491333,0.8095238208770752,0.3055332728794643,0.7619047619047619,,
44,0.2534073293209076,0.8095238208770752,0.23652103969029017,0.9047619047619048,,
45,0.30797430872917175,0.8095238208770752,0.21264076232910156,0.8571428571428571,,
46,0.1365477293729782,1,0.21578697931198848,0.9047619047619048,,
47,0.19112923741340637,0.9047619104385376,0.22021448044549852,0.9047619047619048,,
48,0.22760118544101715,0.9047619104385376,0.3047495342436291,0.8095238095238095,,
49,0.22055308520793915,0.9047619104385376,0.22302445911225818,0.8571428571428571,,
50,0.19268807768821716,0.9523809552192688,0.2745878128778367,0.7619047619047619,,
51,0.21307118237018585,0.8571428656578064,0.23941276186988467,0.8571428571428571,,
52,0.26245126128196716,0.8571428656578064,0.3054897671654111,0.8095238095238095,,
53,0.22657820582389832,0.8571428656578064,0.21334666297549293,0.9047619047619048,,
54,0.2692233622074127,0.8095238208770752,0.23610787164597286,0.8571428571428571,,
55,0.2149748057126999,0.8571428656578064,0.18765304202125185,0.9523809523809523,,
56,0.22060494124889374,0.8571428656578064,0.22451818557012648,0.8571428571428571,,
57,0.19296200573444366,0.9047619104385376,0.24082211085728236,0.8571428571428571,,
58,0.24866831302642822,0.8571428656578064,0.21166547139485678,0.8571428571428571,,
59,0.2203291952610016,0.8571428656578064,0.19838024321056547,0.9523809523809523,,
60,0.2813810706138611,0.8095238208770752,0.20507930573962985,0.9047619047619048,,
61,0.22078505158424377,0.8571428656578064,0.28326397850399926,0.8095238095238095,,
62,0.24780018627643585,0.8095238208770752,0.27284068153018043,0.7142857142857143,,
63,0.2634076476097107,0.761904776096344,0.1959277561732701,0.9047619047619048,,
64,0.24246805906295776,0.8095238208770752,0.3315911065964472,0.8095238095238095,,
